"Pt-0","true","170.36463616993632","380.35729839102885","852.9131765981062","3558.6166657464605"
"Pt-1","true","218.94568009118012","465.03780694016166","1133.666210912486","3283.86262789179"
"Pt-2","true","227.21540414838438","498.74130204642444","1192.621459339557","3151.7732827834457"
"Pt-3","true","244.9878093320832","462.5816305593718","1226.2128453451992","3318.438236426823"
"Pt-4","true","255.34948687479258","516.3053192334878","1318.0004527699066","3116.7578722254707"
"Pt-5","true","248.34225050142916","510.1820490282646","1290.7610090650483","3128.6942576691727"
"Pt-6","true","268.7385818422832","426.5621672883658","1305.3985590337502","3484.2516552155926"
"Pt-7","true","338.8393353392328","354.7129436199245","1539.9201534163942","3802.8101542520176"
"Pt-8","true","411.873600832911","324.762806291555","1806.0478699828816","3983.2126698396737"
"Pt-9","true","913.3259511491","712.6642683917945","4055.383634308636","2843.1289648809275"
"Pt-10","true","927.7957180293005","685.1279254660585","4084.0836818521334","2956.2409169641232"
"Pt-11","true","910.8008825731516","752.8233294833053","4068.8895390349876","2692.875774800264"
"Pt-12","true","1317.280045053229","323.8653192743592","5387.177132073379","4614.651846466585"
"Pt-13","true","1315.9935420037502","356.2285575471858","5385.77413647926","4490.486736387153"
"Pt-14","true","1306.593256117324","345.36466125719915","5336.669290685135","4525.561626240099"
"Pt-15","true","1284.3571172882816","575.636992130128","5404.096848929974","3634.604010775064"
"Pt-16","true","1174.3944349417368","593.3396306909506","4991.903652736121","3494.2829227090715"
"Pt-17","true","1159.28671966402","598.4190409825948","4934.898210709312","3465.049362695323"
"Pt-18","true","1125.4847435389418","633.2253124093259","4838.427462663942","3301.3414266183318"
